ptid;enid;name;fullname
5530;8908;531_203_FeltForFartsøkning_Tilkjøringsveg_MotgTrafikkAtskilt_3GjgFeltIFartsretn;531.203 - Felt for fartsøkning, tilkjøringsveg, motg. trafikk atskilt, 3 gjg. felt i fartsretn.
5530;8909;531_204_FeltForFartsøkning_Tilkjøringsveg_MotgTrafikkAtskilt_4GjgFeltIFartsretn;531.204 - Felt for fartsøkning, tilkjøringsveg, motg. trafikk atskilt, 4 gjg. felt i fartsretn.
5530;9394;531_205_FeltForFartsøkning_TilkjVeg_MotgTrafikkAtskilt_5GjgFeltIFartsretning;531.205 - Felt for fartsøkning, tilkj.veg, motg. trafikk atskilt, 5 gjg. felt i fartsretning
5530;9395;531_206_FeltForFartsøkning_TilkjVeg_MotgTrafikkAtskilt_6GjgFeltIFartsretning;531.206 - Felt for fartsøkning, tilkj.veg, motg. trafikk atskilt, 6 gjg. felt i fartsretning
5530;8910;531_211_FeltForFartsøkning_Tilkjøringsveg_1FeltMot_1GjennomgåendeFeltIFartsretning;531.211 - Felt for fartsøkning, tilkjøringsveg, 1 felt mot, 1 gjennomgående felt i fartsretning
5530;8912;531_212_FeltForFartsøkning_Tilkjøringsveg_1FeltMot_2GjennomgåendeFeltIFartsretning;531.212 - Felt for fartsøkning, tilkjøringsveg, 1 felt mot, 2 gjennomgående felt i fartsretning
5530;9396;531_213_FeltForFartsøkning_Tilkjøringsveg_1FeltMot_3GjennomgåendeFeltIFartsretning;531.213 - Felt for fartsøkning, tilkjøringsveg, 1 felt mot, 3 gjennomgående felt i fartsretning
5530;8911;531_221_FeltForFartsøkning_Tilkjøringsveg_2FeltMot_1GjennomgåendeFeltIFartsretning;531.221 - Felt for fartsøkning, tilkjøringsveg, 2 felt mot, 1 gjennomgående felt i fartsretning
5530;8913;531_222_FeltForFartsøkning_Tilkjøringsveg_2FeltMot_2GjennomgåendeFeltIFartsretning;531.222 - Felt for fartsøkning, tilkjøringsveg, 2 felt mot, 2 gjennomgående felt i fartsretning
5530;9397;531_223_FeltForFartsøkning_Tilkjøringsveg_2FeltMot_3GjennomgåendeFeltIFartsretning;531.223 - Felt for fartsøkning, tilkjøringsveg, 2 felt mot, 3 gjennomgående felt i fartsretning
5530;7718;532H01_KjfSlutter_HøyreSide_MotgTrafikkAtskilt_ReduksjonTil1GjgFeltIFartsretn;532.H01 - Kjf. slutter, høyre side, motg. trafikk atskilt, reduksjon til 1 gjg. felt i fartsretn.
5530;8915;532H02_KjfSlutter_HøyreSide_MotgTrafikkAtskilt_ReduksjonTil2GjgFeltIFartsretn;532.H02 - Kjf. slutter, høyre side, motg. trafikk atskilt, reduksjon til 2 gjg. felt i fartsretn.
5530;8916;532H03_KjfSlutter_HøyreSide_MotgTrafikkAtskilt_ReduksjonTil3GjgFeltIFartsretn;532.H03 - Kjf. slutter, høyre side, motg. trafikk atskilt, reduksjon til 3 gjg. felt i fartsretn.
5530;8917;532H04_KjfSlutter_HøyreSide_MotgTrafikkAtskilt_ReduksjonTil4GjgFeltIFartsretn;532.H04 - Kjf. slutter, høyre side, motg. trafikk atskilt, reduksjon til 4 gjg. felt i fartsretn.
5530;9398;532H05_FeltSlutter_HSide_MotgTrafikkAtskilt_ReduksjonTil5GjgFeltIFartsretning;532.H05 - Felt slutter, h. side, motg. trafikk atskilt, reduksjon til 5 gjg. felt i fartsretning
5530;9399;532H06_FeltSlutter_HSide_MotgTrafikkAtskilt_ReduksjonTil6GjgFeltIFartsretning;532.H06 - Felt slutter, h. side, motg. trafikk atskilt, reduksjon til 6 gjg. felt i fartsretning
5530;8918;532H11_KjfSlutter_HøyreSide_1FeltMot_ReduksjonTil1GjgFeltIFartsretn;532.H11 - Kjf. slutter, høyre side, 1 felt mot, reduksjon til 1 gjg. felt i fartsretn.
5530;9400;532H12_FeltSlutter_HSide_1FeltMot_ReduksjonTil2GjgFeltIFartsretning;532.H12 - Felt slutter, h. side, 1 felt mot, reduksjon til 2 gjg. felt i fartsretning
5530;9401;532H13_FeltSlutter_HSide_1FeltMot_ReduksjonTil3GjgFeltIFartsretning;532.H13 - Felt slutter, h. side, 1 felt mot, reduksjon til 3 gjg. felt i fartsretning
5530;8919;532H21_KjfSlutter_HøyreSide_2FeltMot_ReduksjonTil1GjgFeltIFartsretn;532.H21 - Kjf. slutter, høyre side, 2 felt mot, reduksjon til 1 gjg. felt i fartsretn.
5530;9402;532H22_FeltSlutter_HSide_2FeltMot_ReduksjonTil2GjgFeltIFartsretning;532.H22 - Felt slutter, h. side, 2 felt mot, reduksjon til 2 gjg. felt i fartsretning
5530;9403;532H23_FeltSlutter_HSide_2FeltMot_ReduksjonTil3GjgFeltIFartsretning;532.H23 - Felt slutter, h. side, 2 felt mot, reduksjon til 3 gjg. felt i fartsretning
5530;7717;532V01_KjfSlutter_VenstreSide_MotgTrafikkAtskilt_ReduksjonTil1GjgFeltIFartsretn;532.V01 - Kjf. slutter, venstre side, motg. trafikk atskilt, reduksjon til 1 gjg. felt i fartsretn.
5530;8921;532V02_KjfSlutter_VenstreSide_MotgTrafikkAtskilt_ReduksjonTil2GjgFeltIFartsretn;532.V02 - Kjf. slutter, venstre side, motg. trafikk atskilt, reduksjon til 2 gjg. felt i fartsretn.
5530;8922;532V03_KjfSlutter_VenstreSide_MotgTrafikkAtskilt_ReduksjonTil3GjgFeltIFartsretn;532.V03 - Kjf. slutter, venstre side, motg. trafikk atskilt, reduksjon til 3 gjg. felt i fartsretn.
5530;8923;532V04_KjfSlutter_VenstreSide_MotgTrafikkAtskilt_ReduksjonTil4GjgFeltIFartsretn;532.V04 - Kjf. slutter, venstre side, motg. trafikk atskilt, reduksjon til 4 gjg. felt i fartsretn.
5530;9404;532V05_FeltSlutter_VSide_MotgTrafikkAtskilt_ReduksjonTil5GjgFeltIFartsretning;532.V05 - Felt slutter, v. side, motg. trafikk atskilt, reduksjon til 5 gjg. felt i fartsretning
5530;9405;532V06_FeltSlutter_VSide_MotgTrafikkAtskilt_ReduksjonTil6GjgFeltIFartsretning;532.V06 - Felt slutter, v. side, motg. trafikk atskilt, reduksjon til 6 gjg. felt i fartsretning
5530;8924;532V11_KjfSlutter_VenstreSide_1FeltMot_ReduksjonTil1GjgFeltIFartsretn;532.V11 - Kjf. slutter, venstre side, 1 felt mot, reduksjon til 1 gjg. felt i fartsretn.
5530;9406;532V12_FeltSlutter_VSide_1FeltMot_ReduksjonTil2GjgFeltIFartsretning;532.V12 - Felt slutter, v. side, 1 felt mot, reduksjon til 2 gjg. felt i fartsretning
5530;9407;532V13_FeltSlutter_VSide_1FeltMot_ReduksjonTil3GjgFeltIFartsretning;532.V13 - Felt slutter, v. side, 1 felt mot, reduksjon til 3 gjg. felt i fartsretning
5530;8925;532V21_KjfSlutter_VenstreSide_2FeltMot_ReduksjonTil1GjgFeltIFartsretn;532.V21 - Kjf. slutter, venstre side, 2 felt mot, reduksjon til 1 gjg. felt i fartsretn.
5530;9408;532V22_FeltSlutter_VSide_2FeltMot_ReduksjonTil2GjgFeltIFartsretning;532.V22 - Felt slutter, v. side, 2 felt mot, reduksjon til 2 gjg. felt i fartsretning
5530;9409;532V23_FeltSlutter_VSide_2FeltMot_ReduksjonTil3GjgFeltIFartsretning;532.V23 - Felt slutter, v. side, 2 felt mot, reduksjon til 3 gjg. felt i fartsretning
5530;8933;534H01_KjfBeg_HøyreSide_MotgTrafikkAtskilt_1GjgFeltIFartsretn;534.H01 - Kjf. beg., høyre side, motg. trafikk atskilt, 1 gjg. felt i fartsretn.
5530;7720;534H02_KjfBeg_HøyreSide_MotgTrafikkAtskilt_2GjgFeltIFartsretn;534.H02 - Kjf. beg., høyre side, motg. trafikk atskilt, 2 gjg. felt i fartsretn.
5530;8934;534H03_KjfBeg_HøyreSide_MotgTrafikkAtskilt_3GjgFeltIFartsretn;534.H03 - Kjf. beg., høyre side, motg. trafikk atskilt, 3 gjg. felt i fartsretn.
5530;8935;534H04_KjfBeg_HøyreSide_MotgTrafikkAtskilt_4GjgFeltIFartsretn;534.H04 - Kjf. beg., høyre side, motg. trafikk atskilt, 4 gjg. felt i fartsretn.
5530;9410;534H05_FeltBegynner_HSide_MotgTrafikkAtskilt_5GjgFeltIFartsretning;534.H05 - Felt begynner, h. side, motg. trafikk atskilt, 5 gjg. felt i fartsretning
5530;9411;534H06_FeltBegynner_HSide_MotgTrafikkAtskilt_6GjgFeltIFartsretning;534.H06 - Felt begynner, h. side, motg. trafikk atskilt, 6 gjg. felt i fartsretning
5530;8936;534H11_KjørefeltBegynner_HøyreSide_1FeltMot_1GjennomgåendeFeltIFartsretning;534.H11 - Kjørefelt begynner, høyre side, 1 felt mot, 1 gjennomgående felt i fartsretning
5530;9412;534H12_KjørefeltBegynner_HøyreSide_1FeltMot_2GjennomgåendeFeltIFartsretning;534.H12 - Kjørefelt begynner, høyre side, 1 felt mot, 2 gjennomgående felt i fartsretning
5530;9413;534H13_KjørefeltBegynner_HøyreSide_1FeltMot_3GjennomgåendeFeltIFartsretning;534.H13 - Kjørefelt begynner, høyre side, 1 felt mot, 3 gjennomgående felt i fartsretning
5530;8937;534H21_KjørefeltBegynner_HøyreSide_2FeltMot_1GjennomgåendeFeltIFartsretning;534.H21 - Kjørefelt begynner, høyre side, 2 felt mot, 1 gjennomgående felt i fartsretning
5530;9803;534H22_KjørefeltBegynner_HøyreSide_2FeltMot_2GjennomgåendeFeltIFartsretning;534.H22 - Kjørefelt begynner, høyre side, 2 felt mot, 2 gjennomgående felt i fartsretning
5530;9804;534H23_KjørefeltBegynner_HøyreSide_2FeltMot_3GjennomgåendeFeltIFartsretning;534.H23 - Kjørefelt begynner, høyre side, 2 felt mot, 3 gjennomgående felt i fartsretning
5530;8927;534V01_KjfBeg_VenstreSide_MotgTrafikkAtskilt_1GjgFeltIFartsretn;534.V01 - Kjf. beg., venstre side, motg. trafikk atskilt, 1 gjg. felt i fartsretn.
5530;8928;534V02_KjfBeg_VenstreSide_MotgTrafikkAtskilt_2GjgFeltIFartsretn;534.V02 - Kjf. beg., venstre side, motg. trafikk atskilt, 2 gjg. felt i fartsretn.
5530;8929;534V03_KjfBeg_VenstreSide_MotgTrafikkAtskilt_3GjgFeltIFartsretn;534.V03 - Kjf. beg., venstre side, motg. trafikk atskilt, 3 gjg. felt i fartsretn.
5530;8930;534V04_KjfBeg_VenstreSide_MotgTrafikkAtskilt_4GjgFeltIFartsretn;534.V04 - Kjf. beg., venstre side, motg. trafikk atskilt, 4 gjg. felt i fartsretn.
5530;9414;534V05_FeltBegynner_VSide_MotgTrafikkAtskilt_5GjgFeltIFartsretning;534.V05 - Felt begynner, v. side, motg. trafikk atskilt, 5 gjg. felt i fartsretning
5530;9415;534V06_FeltBegynner_VSide_MotgTrafikkAtskilt_6GjgFeltIFartsretning;534.V06 - Felt begynner, v. side, motg. trafikk atskilt, 6 gjg. felt i fartsretning
5530;7719;534V11_KjørefeltBegynner_VenstreSide_1FeltMot_1GjennomgåendeFeltIFartsretning;534.V11 - Kjørefelt begynner, venstre side, 1 felt mot, 1 gjennomgående felt i fartsretning
5530;9416;534V12_KjørefeltBegynner_VenstreSide_1FeltMot_2GjennomgåendeFeltIFartsretning;534.V12 - Kjørefelt begynner, venstre side, 1 felt mot, 2 gjennomgående felt i fartsretning
5530;9417;534V13_KjørefeltBegynner_VenstreSide_1FeltMot_3GjennomgåendeFeltIFartsretning;534.V13 - Kjørefelt begynner, venstre side, 1 felt mot, 3 gjennomgående felt i fartsretning
5530;8931;534V21_KjørefeltBegynner_VenstreSide_2FeltMot_1GjennomgåendeFeltIFartsretning;534.V21 - Kjørefelt begynner, venstre side, 2 felt mot, 1 gjennomgående felt i fartsretning
5530;9418;534V22_KjørefeltBegynner_VenstreSide_2FeltMot_2GjennomgåendeFeltIFartsretning;534.V22 - Kjørefelt begynner, venstre side, 2 felt mot, 2 gjennomgående felt i fartsretning
5530;9419;534V23_KjørefeltBegynner_VenstreSide_2FeltMot_3GjennomgåendeFeltIFartsretning;534.V23 - Kjørefelt begynner, venstre side, 2 felt mot, 3 gjennomgående felt i fartsretning
5530;7721;536_101_PåkjFortsIEgetKjf_GjgVeg_MotgTrafikkAtskilt_1GjgFeltIFartsretn;536.101 - Påkj. forts. i eget kjf., gjg. veg, motg. trafikk atskilt, 1 gjg. felt i fartsretn.
5530;8939;536_102_PåkjFortsIEgetKjf_GjgVeg_MotgTrafikkAtskilt_2GjgFeltIFartsretn;536.102 - Påkj. forts. i eget kjf., gjg. veg, motg. trafikk atskilt, 2 gjg. felt i fartsretn.
5530;8940;536_103_PåkjFortsIEgetKjf_GjgVeg_MotgTrafikkAtskilt_3GjgFeltIFartsretn;536.103 - Påkj. forts. i eget kjf., gjg. veg, motg. trafikk atskilt, 3 gjg. felt i fartsretn.
5530;8941;536_104_PåkjFortsIEgetKjf_GjgVeg_MotgTrafikkAtskilt_4GjgFeltIFartsretn;536.104 - Påkj. forts. i eget kjf., gjg. veg, motg. trafikk atskilt, 4 gjg. felt i fartsretn.
5530;9420;536_105_PåkjøringFortsIEgetFelt_GjgVeg_MotgTrafikkAtskilt_5GjgFeltIFartsretning;536.105 - Påkjøring forts. i eget felt, gjg. veg, motg. trafikk atskilt, 5 gjg. felt i fartsretning
5530;9421;536_106_PåkjøringFortsIEgetFelt_GjgVeg_MotgTrafikkAtskilt_6GjgFeltIFartsretning;536.106 - Påkjøring forts. i eget felt, gjg. veg, motg. trafikk atskilt, 6 gjg. felt i fartsretning
5530;8942;536_111_PåkjFortsIEgetKjf_GjgVeg_1FeltMot1_GjgFeltIFartsretn;536.111 - Påkj. forts. i eget kjf., gjg. veg, 1 felt mot 1, gjg. felt i fartsretn.
5530;9422;536_112_PåkjøringFortsIEgetFelt_GjgVeg_1FeltMot_2GjgFeltIFartsretning;536.112 - Påkjøring forts. i eget felt, gjg. veg, 1 felt mot, 2 gjg. felt i fartsretning
5530;9423;536_113_PåkjøringFortsIEgetFelt_GjgVeg_1FeltMot_3GjgFeltIFartsretning;536.113 - Påkjøring forts. i eget felt, gjg. veg, 1 felt mot, 3 gjg. felt i fartsretning
5530;8943;536_121_PåkjFortsIEgetKjf_GjgVeg_2FeltMot1_GjgFeltIFartsretn;536.121 - Påkj. forts. i eget kjf., gjg. veg, 2 felt mot 1, gjg. felt i fartsretn.
5530;9424;536_122_PåkjøringFortsIEgetFelt_GjgVeg_2FeltMot_2GjgFeltIFartsretning;536.122 - Påkjøring forts. i eget felt, gjg. veg, 2 felt mot, 2 gjg. felt i fartsretning
5530;9425;536_123_PåkjøringFortsIEgetFelt_GjgVeg_2FeltMot_3GjgFeltIFartsretning;536.123 - Påkjøring forts. i eget felt, gjg. veg, 2 felt mot, 3 gjg. felt i fartsretning
5530;7722;536_201_PåkjFortsIEgetKjf_Tilkjøringsveg_MotgTrafikkAtskilt_1GjgFeltIFartsretn;536.201 - Påkj. forts. i eget kjf., tilkjøringsveg, motg. trafikk atskilt, 1 gjg. felt i fartsretn.
5530;8945;536_202_PåkjFortsIEgetKjf_Tilkjøringsveg_MotgTrafikkAtskilt_2GjgFeltIFartsretn;536.202 - Påkj. forts. i eget kjf., tilkjøringsveg, motg. trafikk atskilt, 2 gjg. felt i fartsretn.
5530;8946;536_203_PåkjFortsIEgetKjf_Tilkjøringsveg_MotgTrafikkAtskilt_3GjgFeltIFartsretn;536.203 - Påkj. forts. i eget kjf., tilkjøringsveg, motg. trafikk atskilt, 3 gjg. felt i fartsretn.
5530;8947;536_204_PåkjFortsIEgetKjf_Tilkjøringsveg_MotgTrafikkAtskilt_4GjgFeltIFartsretn;536.204 - Påkj. forts. i eget kjf., tilkjøringsveg, motg. trafikk atskilt, 4 gjg. felt i fartsretn.
5530;9426;536_205_PåkjøringFortsIEgetFelt_TilkjVeg_MotgTrafikkAdsk_5GjgFeltIFartsretning;536.205 - Påkjøring forts. i eget felt, tilkj.veg, motg. trafikk adsk., 5 gjg. felt i fartsretning
5530;9427;536_206_PåkjøringFortsIEgetFelt_TilkjVeg_MotgTrafikkAdsk_6GjgFeltIFartsretning;536.206 - Påkjøring forts. i eget felt, tilkj.veg, motg. trafikk adsk., 6 gjg. felt i fartsretning
5530;8948;536_211_PåkjFortsIEgetKjf_Tilkjøringsveg_1FeltMot1_GjgFeltIFartsretn;536.211 - Påkj. forts. i eget kjf., tilkjøringsveg, 1 felt mot 1, gjg. felt i fartsretn.
5530;9428;536_212_PåkjøringFortsIEgetFelt_TilkjVeg_1FeltMot_2GjgFeltIFartsretning;536.212 - Påkjøring forts. i eget felt, tilkj.veg, 1 felt mot, 2 gjg. felt i fartsretning
5530;9429;536_213_PåkjøringFortsIEgetFelt_TilkjVeg_1FeltMot_3GjgFeltIFartsretning;536.213 - Påkjøring forts. i eget felt, tilkj.veg, 1 felt mot, 3 gjg. felt i fartsretning
5530;8949;536_221_PåkjFortsIEgetKjf_Tilkjøringsveg_2FeltMot1_GjgFeltIFartsretn;536.221 - Påkj. forts. i eget kjf., tilkjøringsveg, 2 felt mot 1, gjg. felt i fartsretn.
5530;9430;536_222_PåkjøringFortsIEgetFelt_TilkjVeg_2FeltMot_2GjgFeltIFartsretning;536.222 - Påkjøring forts. i eget felt, tilkj.veg, 2 felt mot, 2 gjg. felt i fartsretning
5530;9431;536_223_PåkjøringFortsIEgetFelt_TilkjVeg_2FeltMot_3GjgFeltIFartsretning;536.223 - Påkjøring forts. i eget felt, tilkj.veg, 2 felt mot, 3 gjg. felt i fartsretning
5530;8950;538_02_Kjørefeltinndeling_MotgåendeTrafikkAdskilt_2GjennomgåendeFeltIFartsretning;538.02 - Kjørefeltinndeling, motgående trafikk adskilt, 2 gjennomgående felt i fartsretning
5530;8951;538_03_Kjørefeltinndeling_MotgåendeTrafikkAdskilt_3GjennomgåendeFeltIFartsretning;538.03 - Kjørefeltinndeling, motgående trafikk adskilt, 3 gjennomgående felt i fartsretning
5530;8952;538_04_Kjørefeltinndeling_MotgåendeTrafikkAdskilt_4GjennomgåendeFeltIFartsretning;538.04 - Kjørefeltinndeling, motgående trafikk adskilt, 4 gjennomgående felt i fartsretning
5530;8953;538_05_Kjørefeltinndeling_MotgåendeTrafikkAdskilt_5GjennomgåendeFeltIFartsretning;538.05 - Kjørefeltinndeling, motgående trafikk adskilt, 5 gjennomgående felt i fartsretning
5530;9432;538_06_Kjørefeltinndeling_MotgåendeTrafikkAdskilt_6GjennomgåendeFeltIFartsretning;538.06 - Kjørefeltinndeling, motgående trafikk adskilt, 6 gjennomgående felt i fartsretning
5530;7723;538_12_Kjørefeltinndeling_1FeltMot_2GjennomgåendeFeltIFartsretning;538.12 - Kjørefeltinndeling, 1 felt mot, 2 gjennomgående felt i fartsretning
5530;8954;538_13_Kjørefeltinndeling_1FeltMot_3GjennomgåendeFeltIFartsretning;538.13 - Kjørefeltinndeling, 1 felt mot, 3 gjennomgående felt i fartsretning
5530;8955;538_21_Kjørefeltinndeling_2FeltMot_1GjennomgåendeFeltIFartsretning;538.21 - Kjørefeltinndeling, 2 felt mot, 1 gjennomgående felt i fartsretning
5530;8956;538_22_Kjørefeltinndeling_2FeltMot_2GjennomgåendeFeltIFartsretning;538.22 - Kjørefeltinndeling, 2 felt mot, 2 gjennomgående felt i fartsretning
5530;9433;538_23_Kjørefeltinndeling_2FeltMot_3GjennomgåendeFeltIFartsretning;538.23 - Kjørefeltinndeling, 2 felt mot, 3 gjennomgående felt i fartsretning
5530;12102;538M_KjørefeltinndelingVarslingAvMidtrekkverk;538.M - Kjørefeltinndeling. Varsling av midtrekkverk
5530;9935;539_01_KjørefeltendringMedMotgående;539.01 - Kjørefeltendring med motgående
5530;9936;539_02_KjørefeltendringMedToFelt;539.02 - Kjørefeltendring med to felt
5530;7724;540_Gatetun;540 - Gatetun
5530;7725;542_SluttPåGatetun;542 - Slutt på gatetun
5530;7726;U544_TettbygdStrøk;U544 - Tettbygd strøk
5530;7727;U546_SluttPåTettbygdStrøk;U546 - Slutt på tettbygd strøk
5530;9173;548_Gågate;548 - Gågate
5530;9174;550_SluttPåGågate;550 - Slutt på gågate
5530;7728;552_Parkering;552 - Parkering
5530;12101;555_Havarilomme;555 - Havarilomme
5530;9946;556_1_AutomatiskTrafikkontroll_Punktmåling;556.1 - Automatisk trafikkontroll - punktmåling
5530;17315;556_2_AutomatiskTrafikkontrollStrekningsmåling;556.2 - Automatisk trafikkontroll – strekningsmåling
5530;10080;558_VideokontrollOvervåking;558 - Videokontroll/-overvåking
5530;7729;560_Opplysningstavle;560 - Opplysningstavle
5530;12103;560_1_GenerelleFartsgrenser;560.1 - Generelle fartsgrenser
5530;9175;U560_1_Opplysningstavle_VariabeltSkilt;U560.1 - Opplysningstavle, Variabelt skilt
5530;12147;560_2_ForbudtForGåendeOgSyklendePåMotorvegOgMotortrafikkveg;560.2 - Forbudt for gående og syklende på motorveg og motortrafikkveg
5530;16053;560_21_ForvarselBomstasjon;560.21 - Forvarsel bomstasjon
5530;9176;U560_2_Opplysningstavle_Tunnel;U560.2 - Opplysningstavle, Tunnel
5530;16054;560_23_Taksttavle;560.23 - Taksttavle
5530;16055;560_25_InformasjonBomstasjon;560.25 - Informasjon bomstasjon
5530;16056;560_27_ForvarselForServicestasjon;560.27 - Forvarsel for servicestasjon
5530;16057;560_29_ForvarselInfotavle;560.29 - Forvarsel infotavle
5530;9177;U560_3_Opplysningstavle_Bomstasjon;U560.3 - Opplysningstavle, Bomstasjon
5530;9178;560_3_ForvarslingOmFartsmåling;560.3 - Forvarsling om fartsmåling
5530;13466;565_FeilKjøreretning;565 - Feil kjøreretning
5530;9551;570_1V_NødutgangskiltForTunnel;570.1V - Nødutgangskilt for tunnel
5530;9552;570_1H_NødutgangskiltForTunnel;570.1H - Nødutgangskilt for tunnel
5530;9553;570_2V_NødutgangskiltForTunnelMedAvstand;570.2V - Nødutgangskilt for tunnel med avstand
5530;9554;570_2H_NødutgangskiltForTunnelMedAvstand;570.2H - Nødutgangskilt for tunnel med avstand
5530;13016;590_Kampanje;590 - Kampanje
5530;9179;600_Serviceskilt;600 - Serviceskilt
5530;8880;601_LyttTilRadio;601 - Lytt til radio
5530;7730;602_Førstehjelp;602 - Førstehjelp
5530;7731;U604_Telefon;U604 - Telefon
5530;8881;605_Nødtelefon;605 - Nødtelefon
5530;7732;606_Brannslokningsapparat;606 - Brannslokningsapparat
5530;17316;609_HurtigladingAvMotorvogn;609 - Hurtiglading av motorvogn
5530;17317;776_Godshavn;776 - Godshavn
5530;7733;608_Kjøretøyverksted;608 - Kjøretøyverksted
5530;7734;610_Bensinstasjon;610 - Bensinstasjon
5530;8882;611_Toalettømmeanlegg;611 - Toalettømmeanlegg
5530;7735;612_Toalett;612 - Toalett
5530;9180;613_1_Rasteplass;613.1 - Rasteplass
5530;9181;613_2_RasteplassWC;613.2 - Rasteplass/WC
5530;7736;614_EnklereServering;614 - Enklere servering
5530;7737;616_Spisested;616 - Spisested
5530;7738;618_Campingplass;618 - Campingplass
5530;8883;621_Bobilplass;621 - Bobilplass
5530;7740;622_Campinghytter;622 - Campinghytter
5530;7741;624_Vandrerhjem;624 - Vandrerhjem
5530;13467;625_RomOgFrokost;625 - Rom og frokost
5530;7742;626_Overnattingssted;626 - Overnattingssted
5530;9182;635_Informasjon;635 - Informasjon
5530;9879;U636_Informasjonstavle;U636 - Informasjonstavle
5530;9183;637_Turistkontor;637 - Turistkontor
5530;9184;640_10_Severdighet;640.10 - Severdighet
5530;9185;640_12_Museu_Med_Galleri;640.12 - Museum/galleri
5530;9186;640_20_Utsiktspunkt;640.20 - Utsiktspunkt
5530;9187;640_30_NaturfredetOmråde;640.30 - Naturfredet område
5530;9188;650_10_Badeplass;650.10 - Badeplass
5530;9189;650_11_Fiskeplass;650.11 - Fiskeplass
5530;9190;650_20_Tursti;650.20 - Tursti
5530;9191;650_21_Skiløype;650.21 - Skiløype
5530;9192;650_40_GardsmatBygdeturisme;650.40 - Gardsmat/Bygdeturisme
5530;9193;U701_Tabellorienteringstavle;U701 - Tabellorienteringstavle
5530;7760;701_1_TabellorienteringstavleForVanligKryss;701.1 - Tabellorienteringstavle for vanlig kryss
5530;12105;701_2_TabellorienteringstavleForPlanskiltKryssPåToOgTrefeltsveg;701.2 - Tabellorienteringstavle for planskilt kryss på to- og trefeltsveg
5530;9194;U703_Diagramorienteringstavle;U703 - Diagramorienteringstavle
5530;7759;703_1_DiagramorienteringstavleForRundkjøring;703.1 - Diagramorienteringstavle for rundkjøring
5530;12107;703_2_DiagramorienteringstavleForKryssMedSpesiellUtforming;703.2 - Diagramorienteringstavle for kryss med spesiell utforming
5530;7757;705_1_Avkjøringstavle1000_MTavle;705.1 - Avkjøringstavle. 1000-m tavle
5530;7758;705_2_Avkjøringstavle500_MTavle;705.2 - Avkjøringstavle. 500-m tavle
5530;9196;U707_Kjørefeltorienteringstavle;U707 - Kjørefeltorienteringstavle
5530;12110;707_1_KjørefeltorienteringstavleUtenVisningsmål;707.1 - Kjørefeltorienteringstavle uten visningsmål
5530;12111;707_2_KjørefeltorienteringstavleMedVisningsmål;707.2 - Kjørefeltorienteringstavle med visningsmål
5530;12112;707_3_KjørefeltorienteringstavleForFeltsubtraksjon;707.3 - Kjørefeltorienteringstavle for feltsubtraksjon
5530;12113;707_4_KjørefeltorienteringstavleForFerjeleie;707.4 - Kjørefeltorienteringstavle for ferjeleie
5530;7750;U706_SideplassertKjørefeltskilt;U706 - Sideplassert kjørefeltskilt
5530;9197;709_1_PortalorienteringstavleForEttKjørefelt;709.1 - Portalorienteringstavle for ett kjørefelt
5530;12115;709_2_PortalorienteringstavleForFlereKjørefelt;709.2 - Portalorienteringstavle for flere kjørefelt
5530;12116;709_3_PortalorienteringstavleForFlereKjøreretninger;709.3 - Portalorienteringstavle for flere kjøreretninger
5530;12117;709_4_PortalorienteringstavleForFeltsubtraksjon;709.4 - Portalorienteringstavle for feltsubtraksjon
5530;12148;709_5_PortalorienteringstavleForFerjeleierOgBomstasjoner;709.5 - Portalorienteringstavle for ferjeleier og bomstasjoner
5530;9198;711R_Tabellvegviser_RettFram;711.R - Tabellvegviser, Rett fram
5530;12118;711H90_Tabellvegviser_Høyre_90Grader;711.H90 - Tabellvegviser, Høyre, 90 grader
5530;12120;711V90_Tabellvegviser_Venstre_90Grader;711.V90 - Tabellvegviser, Venstre, 90 grader
5530;16052;711H135_Tabellvegviser_Høyre_135Grader;711.H135 - Tabellvegviser, Høyre, 135 grader
5530;16049;711V135_Tabellvegviser_Venstre_135Grader;711.V135 - Tabellvegviser, Venstre, 135 grader
5530;16051;711H45_Tabellvegviser_Høyre_45Grader;711.H45 - Tabellvegviser, Høyre, 45 grader
5530;16048;711V45_Tabellvegviser_Venstre_45Grader;711.V45 - Tabellvegviser, Venstre, 45 grader
5530;16050;711U_Tabellvegviser_U_180Grader;711.U - Tabellvegviser, U, 180 grader
5530;9199;713V_VanligVegviser_Venstre;713.V - Vanlig vegviser, Venstre
5530;12121;713H_VanligVegviser_Høyre;713.H - Vanlig vegviser, Høyre
5530;9200;715_1_AvkjøringsvegviserForVegUtenKryssnummer;715.1 - Avkjøringsvegviser for veg uten kryssnummer
5530;12124;715_2_AvkjøringsvegviserForVegMedKryssnummer;715.2 - Avkjøringsvegviser for veg med kryssnummer
5530;9201;717_Kjørefeltvegviser;717 - Kjørefeltvegviser
5530;9202;719_1_PortalvegviserForEttKjørefelt;719.1 - Portalvegviser for ett kjørefelt
5530;12126;719_2_PortalvegviserForFlereKjørefelt;719.2 - Portalvegviser for flere kjørefelt
5530;12127;719_4_PortalvegviserForAvkjøring;719.4 - Portalvegviser for avkjøring
5530;12149;719_5_PortalvegviserForFerjeleierOgBomstasjoner;719.5 - Portalvegviser for ferjeleier og bomstasjoner
